Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
7289,RESTAURANT,RESTAURANT,RESTAURANT,2,120,40,70,R,,R,,ASL_2008_02_29_scene13-camera1.mov,Lexical Signs,RESTAURANT
7290,RESTAURANT,RESTAURANT,RESTAURANT,90,219,140,169,R,,R,,ASL_2011_07_19_Brady_scene58-camera1.mov,Lexical Signs,RESTAURANT
7291,RESTAURANT,RESTAURANT,RESTAURANT,933,1066,983,1016,R,,R,,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs,RESTAURANT
7292,RESTAURANT,RESTAURANT,RESTAURANT,852,993,902,943,R,,R,,ASL_2007_05_24_scene25-camera1.mov,Lexical Signs,RESTAURANT
635,RETIRE,(R)RETIRE,(R)RETIRE,2481,2625,2531,2575,R-L,R-L,R-L,R-L,ASL_2008_02_29_scene13-camera1.mov,Lexical Signs,RETIRE
636,RETIRE,(R)RETIRE,(R)RETIRE,2523,2634,2573,2584,R-L,R-L,R,R,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs,RETIRE
7298,RETIRE,RETIRE,RETIRE,85,232,135,182,L,L,L,L,ASL_2008_02_29_scene14-camera1.mov,Lexical Signs,RETIRE
7299,RETIRE,RETIRE,RETIRE,2720,2844,2770,2794,L,L,L,L,ASL_2011_07_19_Brady_scene58-camera1.mov,Lexical Signs,RETIRE
7300,RETIRE,RETIRE,RETIRE,2955,3075,3005,3025,L,L,L,L,ASL_2011_07_19_Brady_scene58-camera1.mov,Lexical Signs,RETIRE
7330,ROAD,ROAD,ROAD,1585,1730,1635,1680,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,ROAD
7331,ROAD,ROAD,ROAD,10120,10240,10170,10190,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov,Lexical Signs,ROAD
7332,ROAD,ROAD,ROAD,1440,1558,1490,1508,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene61-camera1.mov,Lexical Signs,ROAD
7333,ROAD,ROAD-pl,ROAD-pl,1741,1905,1791,1855,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,ROAD
7334,ROAD,ROAD-pl,ROAD-pl,1156,1313,1206,1263,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene61-camera1.mov,Lexical Signs,ROAD
615,RUN,(parallel)RUN,(parallel)RUN,2730,2895,2780,2845,L-X,L-X,L-X,L-X,ASL_2008_02_01_scene37-camera1.mov,Lexical Signs,RUN
616,RUN,(parallel)RUN,(parallel)RUN,525,670,575,620,L-X,L-X,L-X,L-X,ASL_2008_02_29_scene20-camera1.mov,Lexical Signs,RUN
617,RUN,(parallel)RUN,(parallel)RUN,915,1055,965,1005,L,L,L-X,L-X,ASL_2011_07_19_Brady_scene70-camera1.mov,Lexical Signs,RUN
618,RUN,(parallel)RUN,(parallel)RUN,3529,3685,3579,3635,L-X,L-X,L-X,L-X,ASL_2011_07_22_Brady_scene45-camera1.mov,Lexical Signs,RUN
7370,RUN,RUN,RUN,285,416,335,366,L-X,L-X,L-X,L-X,ASL_2008_02_29_scene20-camera1.mov,Lexical Signs,RUN
7372,RUN,RUN,RUN,4411,4543,4461,4493,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_14_Brady_scene43-camera1.mov,Lexical Signs,RUN
207890,RUN,RUN,RUN,781,921,831,871,L-X,L-X,L-X,L-X,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,RUN
7373,RUN,RUN,RUN++,2151,2306,2201,2256,L-X,L-X,L-X,L-X,ASL_2008_05_29b_scene11-camera1.mov,Lexical Signs,RUN
7374,RUN,RUN,RUN++,708,841,758,791,L,L,L-X,L-X,ASL_2011_07_19_Brady_scene70-camera1.mov,Lexical Signs,RUN
7375,RUN,RUN,RUN++,734,887,784,837,L-X,L-X,L-X,L-X,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,RUN
7376,RUN-MACHINE,RUN-MACHINE,RUN-MACHINE++,1132,1276,1182,1226,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene70-camera1.mov,Lexical Signs,RUN-MACHINE
7377,RUN-MACHINE,RUN-MACHINE,RUN-MACHINE+++,772,930,822,880,B-L,B-L,B-L,B-L,ASL_2008_02_29_scene20-camera1.mov,Lexical Signs,RUN-MACHINE
7378,RUN-OUT,RUN-OUT,RUN-OUT,900,1030,950,980,5,B-L,S,B-L,ASL_2008_01_11_scene11-camera1.mov,Lexical Signs,RUN-OUT
7379,RUN-OUT,RUN-OUT,RUN-OUT,1562,1690,1612,1640,5,B-L,S,B-L,ASL_2008_05_12a_scene9-camera1.mov,Lexical Signs,RUN-OUT
7380,RUN-OUT,RUN-OUT,RUN-OUT,2160,2291,2210,2241,5,B-L,S,B-L,ASL_2008_08_04_scene8-camera1.mov,Lexical Signs,RUN-OUT
7381,RUN-OUT,RUN-OUT,RUN-OUT,8249,8369,8299,8319,5,B-L,S,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov,Lexical Signs,RUN-OUT
7382,RUN-OUT,RUN-OUT,RUN-OUT,1030,1143,1080,1093,5,B-L,S,B-L,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,RUN-OUT
7387,SAD,SAD,SAD,966,1117,1016,1067,5,5,5,5,ASL_2008_02_15_scene11-camera1.mov,Lexical Signs,SAD
7388,SAD,SAD,SAD,750,882,800,832,5,5,5,5,ASL_2008_06_10_scene20-camera1.mov,Lexical Signs,SAD
7389,SAD,SAD,SAD,1283,1398,1333,1348,5,5,5,5,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,SAD
7390,SAD,SAD,SAD,1259,1395,1309,1345,5,5,5,5,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,SAD
7391,SAFE,SAFE,SAFE,662,777,712,727,S,S,S,S,ASL_2011_07_19_Brady_scene71-camera1.mov,Lexical Signs,SAFE
7392,SAFE,SAFE_2,SAFE_2,2185,2317,2235,2267,S,S,S,S,ASL_2008_02_29_scene20-camera1.mov,Lexical Signs,SAFE
7411,SAME-OLD,SAME-OLD,SAME-OLD+,2510,2725,2560,2675,Y,Y,Y,Y,ASL_2008_01_18_scene3-camera1.mov,Lexical Signs,SAME-OLD
7412,SAME-OLD,SAME-OLD,SAME-OLD+,2365,2547,2415,2497,Y,Y,Y,Y,ASL_2008_03_28_scene6-camera1.mov,Lexical Signs,SAME-OLD
7413,SAME-OLD,SAME-OLD,SAME-OLD+,2027,2195,2077,2145,Y,Y,Y,Y,ASL_2008_05_12b_scene3-camera1.mov,Lexical Signs,SAME-OLD
7414,SAME-OLD,SAME-OLD,SAME-OLD+,1940,2110,1990,2060,Y,Y,Y,Y,ASL_2008_08_06_scene3-camera1.mov,Lexical Signs,SAME-OLD
7415,SAME-OLD,SAME-OLD,SAME-OLD+,16524,16697,16574,16647,Y,Y,Y,Y,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,SAME-OLD
7416,SAME-OLD,SAME-OLD,SAME-OLD+,2853,3042,2903,2992,Y,Y,Y,Y,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,SAME-OLD
7417,SAME-OLD,SAME-OLD,SAME-OLD+,403,562,453,512,Y,Y,Y,Y,ASL_2011_07_22_Brady_scene55-camera1.mov,Lexical Signs,SAME-OLD
7418,SAME-TIME,SAME-TIME,SAME-TIME,650,791,700,741,I-L-Y,I-L-Y,Y,Y,ASL_2008_02_29_scene21-camera1.mov,Lexical Signs,SAME-TIME
7419,SAME-TIME,SAME-TIME,SAME-TIME,2111,2226,2161,2176,I-L-Y,I-L-Y,Y,Y,ASL_2011_07_19_Brady_scene71-camera1.mov,Lexical Signs,SAME-TIME
7420,SANDWICH,SANDWICH,SANDWICH,2071,2221,2121,2171,crvd-B,crvd-B,bent-B-L,bent-B-L,ASL_2008_02_15_scene38-camera1.mov,Lexical Signs,SANDWICH
7421,SANDWICH,SANDWICH,SANDWICH,2291,2416,2341,2366,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene32-camera1.mov,Lexical Signs,SANDWICH
7422,SANDWICH,SANDWICH,SANDWICH,1677,1815,1727,1765,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,SANDWICH
7423,SANDWICH,SANDWICH_2,SANDWICH_2,1664,1794,1714,1744,bent-B-L,tight-C,bent-B-L,tight-C,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,SANDWICH
7429,SATISFIED,SATISFIED,SATISFIED,390,540,440,490,B,B,B,B,ASL_2008_02_29_scene22-camera1.mov,Lexical Signs,SATISFIED
7430,SATISFIED,SATISFIED,SATISFIED,1450,1567,1500,1517,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene72-camera1.mov,Lexical Signs,SATISFIED
7431,SATISFIED,SATISFIED,SATISFIED,2920,3092,2970,3042,bent-B-xd,bent-B-xd,bent-B-xd,bent-B-xd,ASL_2011_07_22_Brady_scene41-camera1.mov,Lexical Signs,SATISFIED
7432,SATISFIED,SATISFIED,SATISFIED,1892,1999,1942,1949,B,B,B,B,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,SATISFIED
7433,SATISFIED,SATISFIED,SATISFIED,1933,2051,1983,2001,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,SATISFIED
7447,SAVE,SAVE,SAVE+,2017,2142,2067,2092,V,S,V,S,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,SAVE
7448,SAVE,SAVE,SAVE++,2209,2350,2259,2300,V,S,V,S,ASL_2011_07_19_Brady_scene72-camera1.mov,Lexical Signs,SAVE
7452,SAVE,SAVE_2,SAVE_2,2075,2230,2125,2180,V,S,V,S,ASL_2008_02_29_scene22-camera1.mov,Lexical Signs,SAVE
7449,SAVE-MONEY,SAVE-MONEY,SAVE-MONEY,2305,2485,2355,2435,flat-O,tight-C,flat-O,tight-C,ASL_2008_02_29_scene22-camera1.mov,Lexical Signs,SAVE-MONEY
7450,SAVE-MONEY,SAVE-MONEY,SAVE-MONEY,2382,2529,2432,2479,flat-O,tight-C,flat-O,tight-C,ASL_2011_07_19_Brady_scene72-camera1.mov,Lexical Signs,SAVE-MONEY
7451,SAVE-MONEY,SAVE-MONEY,SAVE-MONEY,2046,2218,2096,2168,flat-O,C,flat-O,C,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,SAVE-MONEY
7464,SCHEDULE,SCHEDULE,SCHEDULE,1900,2050,1950,2000,4,5,4,5,ASL_2008_02_29_scene23-camera1.mov,Lexical Signs,SCHEDULE
7465,SCHEDULE,SCHEDULE,SCHEDULE,640,795,690,745,4,5,4,5,ASL_2010_08_10_Liz_additional_lexicon_signs_scene29-camera1.mov,Lexical Signs,SCHEDULE
7466,SCHEDULE,SCHEDULE,SCHEDULE,9335,9475,9385,9425,4,B-L,4,B-L,ASL_2011_06_14_Brady_scene28-camera1.mov,Lexical Signs,SCHEDULE
7467,SCHEDULE,SCHEDULE,SCHEDULE,2057,2189,2107,2139,5,B-L,5,B-L,ASL_2011_07_19_Brady_scene73-camera1.mov,Lexical Signs,SCHEDULE
207893,SCRAPE,SCRAPE,SCRAPE,1935,2063,1985,2013,5-C,B-L,5-C,B-L,ASL_2011_07_19_Brady_scene74-camera1.mov,Lexical Signs,SCRAPE
7490,SCRAPE,SCRAPE,SCRAPE+,2247,2397,2297,2347,5-C,B-L,5-C,B-L,ASL_2008_02_29_scene24-camera1.mov,Lexical Signs,SCRAPE
7493,SCREEN/FILTER,SCREEN/FILTER,SCREEN/FILTER+,2855,3015,2905,2965,4,4,4,4,ASL_2008_02_29_scene24-camera1.mov,Lexical Signs,SCREEN/FILTER
7498,SEARCH-FOR,SEARCH-FOR,SEARCH-FOR+,2576,2733,2626,2683,C,,C,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,SEARCH-FOR
7499,SEARCH-FOR,SEARCH-FOR,SEARCH-FOR++,225,405,275,355,C,,C,,ASL_2008_02_01_scene53-camera1.mov,Lexical Signs,SEARCH-FOR
7500,SEARCH-FOR,SEARCH-FOR,SEARCH-FOR++,2715,2882,2765,2832,C,,C,,ASL_2008_06_10_scene4-camera1.mov,Lexical Signs,SEARCH-FOR
7501,SEARCH-FOR,SEARCH-FOR,SEARCH-FOR++,3022,3192,3072,3142,C,,C,,ASL_2008_08_13_session2_scene7-camera1.mov,Lexical Signs,SEARCH-FOR
7503,SECOND,SECOND,SECOND,330,470,380,420,V,,V,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene15-camera1.mov,Number Signs,SECOND
7504,SECOND,SECOND,SECOND,420,560,470,510,V,,V,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov,Number Signs,SECOND
7505,SECOND,SECOND,SECOND,2255,2368,2305,2318,V,,V,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
7506,SECOND,SECOND,SECOND,2455,2582,2505,2532,V,,V,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
7507,SECOND,SECOND,SECOND,5429,5536,5479,5486,V,,V,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
7512,SECOND,SECOND_2,SECOND_2,2761,2941,2811,2891,V,,V,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
7513,SECOND,SECOND_2,SECOND_2,8871,9004,8921,8954,K,,K,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
7514,SECOND,SECOND_3,SECOND_3,5768,5885,5818,5835,K,,K,,ASL_2011_06_08_Brady_scene5-camera1.mov,Number Signs,SECOND
207894,SEE-SEE,SEE-SEE,SEE-SEE,1927,2072,1977,2022,V,,V,,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,SEE-SEE
7531,SEE-SEE,SEE-SEE,SEE-SEE+,1582,1730,1632,1680,V,,V,,ASL_2008_02_15_scene23-camera1.mov,Lexical Signs,SEE-SEE
7533,SEE-SEE,SEE-SEE,SEE-SEE+,1857,1992,1907,1942,V,,V,,ASL_2006_10_10_scene16-camera1.mov,Lexical Signs,SEE-SEE
7532,SEE-SEE,SEE-SEE,SEE-SEE++,2570,2692,2620,2642,V,,V,,ASL_2011_07_19_Brady_scene18-camera1.mov,Lexical Signs,SEE-SEE
7558,SEMESTER,SEMESTER,SEMESTER,1200,1356,1250,1306,S,,S,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene13-camera1.mov,Lexical Signs,SEMESTER
7559,SEMESTER,SEMESTER,SEMESTER,842,964,892,914,S,,S,,ASL_2011_07_19_Brady_scene76-camera1.mov,Lexical Signs,SEMESTER
7568,SENIOR,SENIOR,SENIOR+,1496,1635,1546,1585,5,5,5,5,ASL_2008_02_29_scene26-camera1.mov,Lexical Signs,SENIOR
7569,SENIOR,SENIOR,SENIOR+,2463,2590,2513,2540,5,5,5,5,ASL_2011_07_19_Brady_scene76-camera1.mov,Lexical Signs,SENIOR
7575,SENTENCE,SENTENCE,SENTENCE,851,1025,901,975,open-F,open-F,F,F,ASL_2008_02_15_scene3-camera1.mov,Lexical Signs,SENTENCE
207933,SENTENCE,SENTENCE,SENTENCE,5385,5555,5435,5505,open-F,open-F,F,F,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,Lexical Signs,SENTENCE
207935,SENTENCE,SENTENCE,SENTENCE,2620,2775,2670,2725,F,F,F,F,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,SENTENCE
207934,SENTENCE,SENTENCE,SENTENCE+,5559,5720,5609,5670,open-F,open-F,F,F,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,Lexical Signs,SENTENCE
207936,SENTENCE,SENTENCE,SENTENCE+,2109,2240,2159,2190,F,F,F,F,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs,SENTENCE
7579,SENTENCE,SENTENCE-pl,SENTENCE-pl,2775,2936,2825,2886,F,F,F,F,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,SENTENCE
7580,SEPARATE,SEPARATE,SEPARATE,2211,2345,2261,2295,crvd-B,crvd-B,10,10,ASL_2008_02_29_scene26-camera1.mov,Lexical Signs,SEPARATE
7581,SEPARATE,SEPARATE_2,SEPARATE_2,902,1014,952,964,B-L,B-L,10,10,ASL_2011_07_19_Brady_scene77-camera1.mov,Lexical Signs,SEPARATE
7582,SEPARATE,SEPARATE_2,SEPARATE_2,712,826,762,776,bent-B-L,bent-B-L,10,10,ASL_2006_10_10_scene25-camera1.mov,Lexical Signs,SEPARATE
7583,SERIOUS,SERIOUS,SERIOUS,2205,2345,2255,2295,1,,1,,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs,SERIOUS
7584,SERIOUS,SERIOUS,SERIOUS,105,229,155,179,1,,1,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SERIOUS
7610,SEVENTH,SEVENTH,SEVENTH,1020,1152,1070,1102,7,,7,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene15-camera1.mov,Number Signs,SEVENTH
7611,SEVENTH,SEVENTH,SEVENTH,1200,1335,1250,1285,7,,7,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov,Number Signs,SEVENTH
7653,SHEET-CAKE,SHEET-CAKE,SHEET-CAKE,1565,1695,1615,1645,C,B-L,C,B-L,ASL_2008_01_11_scene61-camera1.mov,Lexical Signs,SHEET-CAKE
7654,SHEET-CAKE,SHEET-CAKE,SHEET-CAKE,2223,2350,2273,2300,crvd-B,B-L,crvd-B,B-L,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs,SHEET-CAKE
7655,SHEET-CAKE,SHEET-CAKE,SHEET-CAKE,12928,13045,12978,12995,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,SHEET-CAKE
7668,SHINE,SHINE,SHINE,1043,1184,1093,1134,25,S,25,S,ASL_2008_02_29_scene29-camera1.mov,Lexical Signs,SHINE
7669,SHINE,SHINE,SHINE,1094,1216,1144,1166,25,S,25,S,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHINE
7687,SHORT-HEIGHT,SHORT-HEIGHT,SHORT-HEIGHT,587,720,637,670,B-L,,B-L,,ASL_2008_02_29_scene30-camera1.mov,Lexical Signs,SHORT-HEIGHT
7688,SHORT-HEIGHT,SHORT-HEIGHT,SHORT-HEIGHT+,342,472,392,422,bent-B-L,,bent-B-L,,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHORT-HEIGHT
7716,SHUT,SHUT,SHUT,995,1126,1045,1076,B,B,B,B,ASL_2008_01_11_scene81-camera1.mov,Lexical Signs,SHUT
7717,SHUT,SHUT,SHUT,1485,1620,1535,1570,B,B,B,B,ASL_2008_05_12a_scene48-camera1.mov,Lexical Signs,SHUT
7718,SHUT,SHUT,SHUT,1616,1740,1666,1690,B,B,B,B,ASL_2008_08_04_scene50-camera1.mov,Lexical Signs,SHUT
7719,SHUT,SHUT,SHUT,5763,5886,5813,5836,B-xd,B-xd,B-xd,B-xd,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,SHUT
7729,SICK/SILLY,SICK/SILLY,SICK/SILLY,215,342,265,292,25,,25,,ASL_2008_02_15_scene21-camera1.mov,Lexical Signs,SICK/SILLY
7730,SICK/SILLY,SICK/SILLY,SICK/SILLY,400,536,450,486,25,,25,,ASL_2008_02_15_scene21-camera1.mov,Lexical Signs,SICK/SILLY
7740,SILLY,SILLY,SILLY,1540,1665,1590,1615,Y,,Y,,ASL_2008_01_18_scene46-camera1.mov,Lexical Signs,SILLY
7741,SILLY,SILLY,SILLY,2350,2475,2400,2425,Y,,Y,,ASL_2008_01_18_scene46-camera1.mov,Lexical Signs,SILLY
7742,SILLY,SILLY,SILLY,1265,1391,1315,1341,Y,,Y,,ASL_2008_02_29_scene15-camera1.mov,Lexical Signs,SILLY
7743,SILLY,SILLY,SILLY,2937,3078,2987,3028,Y,,Y,,ASL_2008_02_29_scene31-camera1.mov,Lexical Signs,SILLY
7744,SILLY,SILLY,SILLY,1690,1850,1740,1800,Y,,Y,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene30-camera1.mov,Lexical Signs,SILLY
7745,SILLY,SILLY,SILLY,1615,1730,1665,1680,Y,,Y,,ASL_2008_08_06_scene46-camera1.mov,Lexical Signs,SILLY
7746,SILLY,SILLY,SILLY,2280,2405,2330,2355,Y,,Y,,ASL_2008_08_06_scene46-camera1.mov,Lexical Signs,SILLY
7747,SILLY,SILLY,SILLY,1857,1983,1907,1933,Y,,Y,,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,SILLY
7748,SILLY,SILLY,SILLY,2473,2587,2523,2537,Y,,Y,,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,SILLY
7749,SILLY,SILLY,SILLY,899,1019,949,969,Y,,Y,,ASL_2011_07_19_Brady_scene60-camera1.mov,Lexical Signs,SILLY
207900,SILLY,SILLY,SILLY,86,207,136,157,Y,,Y,,ASL_2011_07_19_Brady_scene83-camera1.mov,Lexical Signs,SILLY
7752,SILLY,SILLY,SILLY+,1783,1906,1833,1856,Y,,Y,,ASL_2006_10_10_scene24-camera1.mov,Lexical Signs,SILLY
7753,SILLY,SILLY,SILLY+,1799,1946,1849,1896,Y,,Y,,ASL_2007_05_24_scene26-camera1.mov,Lexical Signs,SILLY
207899,SILLY,SILLY,SILLY+,2876,3014,2926,2964,Y,,Y,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SILLY
7808,SKILL,SKILL,SKILL,2225,2345,2275,2295,10,B-L,10,B-L,ASL_2008_02_29_scene33-camera1.mov,Lexical Signs,SKILL
7809,SKILL,SKILL,SKILL,283,397,333,347,bent-B-L,B-L,A,B-L,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SKILL
7810,SKILL,SKILL,SKILL,1744,1858,1794,1808,bent-B-L,B-L,A,B-L,ASL_2006_10_10_scene25-camera1.mov,Lexical Signs,SKILL
7811,SKILL,SKILL,SKILL,1656,1794,1706,1744,10,B-L,A,B-L,ASL_2007_05_24_scene27-camera1.mov,Lexical Signs,SKILL
7824,SLEEP,SLEEP,SLEEP,3761,3900,3811,3850,crvd-sprd-B,,flat-O,,ASL_2008_02_29_scene34-camera1.mov,Lexical Signs,SLEEP
7826,SLEEP,SLEEP,SLEEP,2680,2813,2730,2763,crvd-sprd-B,,flat-O,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,Lexical Signs,SLEEP
207903,SLEEP,SLEEP,SLEEP,4208,4325,4258,4275,crvd-5,,flat-O,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SLEEP
7827,SLEEP,SLEEP,SLEEP+,99,256,149,206,crvd-sprd-B,,flat-O,,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLEEP
7828,SLEEP,SLEEP,SLEEP++,3995,4160,4045,4110,crvd-sprd-B,,flat-O,,ASL_2008_02_29_scene34-camera1.mov,Lexical Signs,SLEEP
7829,SLEEP,SLEEP,SLEEP++,6273,6420,6323,6370,crvd-sprd-B,,flat-O,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,SLEEP
7858,SMOOTH,SMOOTH,SMOOTH,1260,1401,1310,1351,flat-O,flat-O,A,A,ASL_2008_02_29_scene36-camera1.mov,Lexical Signs,SMOOTH
7859,SMOOTH,SMOOTH,SMOOTH,1751,1885,1801,1835,8,8,A,A,ASL_2008_02_29_scene36-camera1.mov,Lexical Signs,SMOOTH
7860,SMOOTH,SMOOTH,SMOOTH,2355,2480,2405,2430,flat-O,flat-O,A,A,ASL_2008_02_29_scene40-camera1.mov,Lexical Signs,SMOOTH
7861,SMOOTH,SMOOTH,SMOOTH,1639,1756,1689,1706,flat-O,flat-O,A,A,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOOTH
7862,SMOOTH,SMOOTH,SMOOTH,2136,2255,2186,2205,flat-O,flat-O,A,A,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOOTH
7863,SMOOTH,SMOOTH,SMOOTH,2022,2177,2072,2127,flat-O,flat-O,A,A,ASL_2007_05_24_scene27-camera1.mov,Lexical Signs,SMOOTH
132,SNOB,(1)SNOB,(1)SNOB,67,199,117,149,1,,1,,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SNOB
7872,SNOB,SNOB,SNOB++,928,1080,978,1030,horns,,horns,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene22-camera1.mov,Lexical Signs,SNOB
7880,SO-SO,SO-SO,SO-SO,2125,2250,2175,2200,5,,5,,ASL_2008_01_18_scene37-camera1.mov,Lexical Signs,SO-SO
7881,SO-SO,SO-SO,SO-SO,2755,2890,2805,2840,5,,5,,ASL_2008_05_29a_scene17-camera1.mov,Lexical Signs,SO-SO
7882,SO-SO,SO-SO,SO-SO,2245,2375,2295,2325,5,,5,,ASL_2008_08_06_scene37-camera1.mov,Lexical Signs,SO-SO
7883,SO-SO,SO-SO,SO-SO,6296,6432,6346,6382,5,,5,,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,SO-SO
7886,SOCIAL-WORK,SOCIAL-WORK,SOCIAL-WORK,1692,1835,1742,1785,S,B-L,W,B-L,ASL_2008_02_29_scene37-camera1.mov,Lexical Signs,SOCIAL-WORK
7887,SOCIAL-WORK,SOCIAL-WORK,SOCIAL-WORK,86,216,136,166,S,B-L,W,B-L,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOCIAL-WORK
39558,BOY+BABY,BOY+BABY,BOY+BABY,2030,2181,2080,2131,tight-C,,crvd-flat-B,crvd-flat-B,ASL_2008_02_29_scene38-camera1.mov,Compound Signs,SON
7904,SON,SON,SON,370,496,420,446,B-xd,psv,B-xd,psv,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SON
7915,SOUP,SOUP,SOON+,1875,2035,1925,1985,U,flat-B,U,flat-B,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs,SOUP
7916,SOUP,SOUP,SOON+,2511,2672,2561,2622,crvd-U,crvd-B,crvd-U,crvd-B,ASL_2008_08_04_scene43-camera1.mov,Lexical Signs,SOUP
7917,SOUP,SOUP,SOUP,2629,2768,2679,2718,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SOUP
207906,SOUTH,SOUTH,SOUTH,406,530,456,480,S,,S,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SOUTH
7919,SOUTH,SOUTH,SOUTH++,3865,4020,3915,3970,S,,S,,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs,SOUTH
7920,SOUTH,SOUTH,SOUTH++,633,772,683,722,S,,S,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SOUTH
7921,SOUTH,SOUTH_2,SOUTH_2,3390,3525,3440,3475,S,,S,,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs,SOUTH
7922,SPAGHETTI,SPAGHETTI,SPAGHETTI+,235,395,285,345,I,I,I,I,ASL_2008_02_29_scene40-camera1.mov,Lexical Signs,SPAGHETTI
